ID,song,song_popularity,artist,album,album_cover,artist_popularity,genre
,Thrown,44,Kiasmos,Kiasmos,https://i.scdn.co/image/ab67616d0000b273bb0ea18476f664df4f9fd460,46,electronic
,Sofisticated,44,Stereo MC's,Deep Down & Dirty,https://i.scdn.co/image/ab67616d0000b273e8c0eca5da75269b2d229116,48,electronic
,Spellbound (feat. Veba),44,Rae & Christian,Northern Sulphuric Soul,https://i.scdn.co/image/ab67616d0000b273e5702934e0d01e62500016ca,44,electronic
,Y Ahora Tu,44,"Up, Bustle & Out",The Breeze Was Mellow,https://i.scdn.co/image/ab67616d0000b2735b16f2250f7db71a9434a48f,38,electronic
,The Bells,44,Jeff Mills,SIGHT SOUND AND SPACE,https://i.scdn.co/image/ab67616d0000b2736cfa6ee1d1b15dcf2d021855,32,electronic
,I Am Somebody,44,Technasia,I Am Somebody,https://i.scdn.co/image/ab67616d0000b27338c2d7d4b35167bfb1742c17,35,electronic
,Higher State of Consciousness - Tweekin Acid Funk,44,Josh Wink,Higher State Of Consciousness,https://i.scdn.co/image/ab67616d0000b273033a2f05abd5fbe1f76f6c3c,32,electronic
,Subzero - Original Mix,44,Ben Klock,Before One EP,https://i.scdn.co/image/ab67616d0000b2739ee75b76e9b1bf498a71d26c,32,electronic
,Never Grow Old - Re-Plant,44,Floorplan,Never Grow Old (Re-Plant) / Phobia (Re-Plant),https://i.scdn.co/image/ab67616d0000b2732d13386ecf74998fd2993754,38,electronic
,I Can't Kick This Feeling When It Hits,44,Moodymann,Silentintroduction,https://i.scdn.co/image/ab67616d0000b27372d1e831b30315d08b1f426b,45,electronic
,Call It Stormy Monday But Tuesday Is Just As Bad,43,T-Bone Walker,The Complete Capitol / Black & White Recordings,https://i.scdn.co/image/ab67616d0000b2736b5a168f4dc1640d7ab69e53,44,blues
,Christo Redemptor,43,Charlie Musselwhite,Stand Back!,https://i.scdn.co/image/ab67616d0000b273cd32199f9ba1773e2ea18c30,41,blues
,Evenin',43,Jimmy Witherspoon,Evenin' Blues,https://i.scdn.co/image/ab67616d0000b273cffa04fdeeaf21301bf2ceed,34,blues
,Dengue Woman Blues,43,Jimmie Vaughan,The Essential Jimmie Vaughan,https://i.scdn.co/image/ab67616d0000b273027a4fed3c0ff6619fef70e4,39,blues
,My Journey To The Sky,43,Sister Rosetta Tharpe,Gospel Train (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273335f00b1e40586a31fb24d33,39,blues
,Kiss Of Death,43,Tinsley Ellis,Midnight Blue,https://i.scdn.co/image/ab67616d0000b2739b391ff3ed096c91d0598d00,35,blues
,Life by the Drop,43,Doyle Bramhall,Fitchburg Street,https://i.scdn.co/image/ab67616d0000b27324dbe3c621723dbeac499f39,34,blues
,Freight train,43,Elizabeth Cotten,Freight Train and Other North Carolina Folk Songs and Tunes,https://i.scdn.co/image/ab67616d0000b2730611e65ba66e3946c18c61ba,36,blues
,Gangster Of Love,43,"Johnny ""Guitar"" Watson",Vivid Sound,https://i.scdn.co/image/ab67616d0000b27348cc5170fb945cbe88e4de05,40,blues
,It Hurts Me Too,43,Elmore James,Street Talkin',https://i.scdn.co/image/ab67616d0000b273e69eab7cef75cc7aae43d104,44,blues
,Hello Central (Give Me 209),43,Lightnin' Hopkins,The Best Of Lightnin' Hopkins,https://i.scdn.co/image/ab67616d0000b27368b1be2bc3517d168eb0603f,44,blues
,Sweet Home Chicago,43,Robert Johnson,King Of The Delta Blues Singers (Volume 2),https://i.scdn.co/image/ab67616d0000b2733a94a6f11c395cca8227d5d5,44,blues
,Whole Lotta Shakin' Goin' On,43,Big Maybelle,R&B: From Doo-Wop To Hip-Hop,https://i.scdn.co/image/ab67616d0000b273980caf4dd525a15f08f8cb87,34,blues
,Set My Soul on Fire,43,The War and Treaty,Down to the River,https://i.scdn.co/image/ab67616d0000b273f318485125d68b699e371b4a,43,blues
,Amen,43,War & Pierce,Amen,https://i.scdn.co/image/ab67616d0000b27373b6c8c3d51fa4ba9ec90627,28,blues
,Magnolia Blues,43,Adia Victoria,Magnolia Blues,https://i.scdn.co/image/ab67616d0000b2730b1b2704c9a142f9049f575e,40,blues
,We Go Back (feat. Mavis Staples),43,Buddy Guy,We Go Back (feat. Mavis Staples),https://i.scdn.co/image/ab67616d0000b2730162026bcb659fe37f83372d,53,blues
,Bad Woman Blues,43,Beth Hart,War In My Mind,https://i.scdn.co/image/ab67616d0000b27352dd1d15bb7f090da8441692,53,blues
,Holy Ghost Fire,43,Larkin Poe,Holy Ghost Fire,https://i.scdn.co/image/ab67616d0000b273db0e66788324247c32c9245b,47,blues
,Money and Fools,43,Benny Walker,Chosen Line,https://i.scdn.co/image/ab67616d0000b273e22ea0b38db040c9ded836f8,28,blues
,Catfish,43,North Mississippi Allstars,Catfish,https://i.scdn.co/image/ab67616d0000b2734fd25757e0e4bfa6542d2841,46,blues
,Am I Wrong,43,Keb' Mo',Keb' Mo',https://i.scdn.co/image/ab67616d0000b27324cdb58fe74725831c430533,52,blues
,Got My Mojo Working,43,Muddy Waters,The Chess Box,https://i.scdn.co/image/ab67616d0000b273dc8136afa6d14e89c8c321e6,55,blues
,Voodoo Chile Blues,43,Jimi Hendrix,Blues,https://i.scdn.co/image/ab67616d0000b2731e3d153c8ecda03a495ca811,70,blues
,The Sky Is Crying,43,Elmore James,Shake Your Moneymaker: The Best of the Fire Sessions,https://i.scdn.co/image/ab67616d0000b273d20567ecbd3379703430927e,44,blues
,Albert's Shuffle,43,Al Kooper,Al's Big Deal,https://i.scdn.co/image/ab67616d0000b2737038086db7e42ed38ff80950,42,blues
,The Super-Natural,43,John Mayall & The Bluesbreakers,A Hard Road,https://i.scdn.co/image/ab67616d0000b273c4595e90ad79731a49058f57,48,blues
,Tattoo'd Lady,43,Rory Gallagher,Tattoo (Remastered 2017),https://i.scdn.co/image/ab67616d0000b2732c6cae622b79bdd649434d64,54,blues
,Sure Got Cold After the Rain Fell,43,ZZ Top,Rio Grande Mud,https://i.scdn.co/image/ab67616d0000b273f3513bf4831af1afaf36e493,68,blues
,Shake Your Money Maker,43,Elmore James,Dust My Broom,https://i.scdn.co/image/ab67616d0000b273cb8db62373660ec759e02190,44,blues
,Ave Maria,43,Charles Gounod,Little Sunshine,https://i.scdn.co/image/ab67616d0000b273d3cfa404fe711cdd3f49c8a4,48,classical
,"Recorder Concerto in C Major, TWV 51:C1: IV. Tempo di Minuet",43,Georg Philipp Telemann,Telemann: Overture / 3 Recorder Concertos,https://i.scdn.co/image/ab67616d0000b2736e1ab83a5c1aed4fa512b28c,51,classical
,"Sœur Monique: 18ème ordre, 3ème livre",43,François Couperin,Couperin: Les Ombres Errantes,https://i.scdn.co/image/ab67616d0000b273fddba327ef6da1b1ebd889a8,44,classical
,"Mystery (Rosary) Sonata No. 1, ""The Annunciation"": II. Aria allegro - Variations - III. Finale",43,Heinrich Ignaz Franz von Biber,Biber: Rosenkrantz Sonaten (Mystery Sonatas),https://i.scdn.co/image/ab67616d0000b273fd07b5f5092e1fd116b766bd,38,classical
,"Scottish Fantasy for Violin and Orchestra, Op. 46: I. Introduction: Grave, Adagio cantabile",43,Max Bruch,"Bruch: Scottish Fantasy, Op. 46 / Violin Concerto No. 1 in G Minor, Op. 26",https://i.scdn.co/image/ab67616d0000b273a52a4e7a0522d70997cc2fbd,43,classical
,Cavalleria rusticana (Excerpts): Intermezzo,43,Pietro Mascagni,Italian Tenor Arias,https://i.scdn.co/image/ab67616d0000b273acd5863a54cee88eda8f33da,46,classical
,Liebesleid,43,Fritz Kreisler,The Kreisler Album,https://i.scdn.co/image/ab67616d0000b273f779fa6c92239c26035a9930,46,classical
,"Nocturne No. 19 in E Minor, Op. 72, No. 1",43,Frédéric Chopin,The Best Chopin,https://i.scdn.co/image/ab67616d0000b2739f9a0553c89026dbbe010f1e,72,classical
,"8 Humoresques, Op. 101, B. 187: No. 7, Poco lento e grazioso (Transcribed by Oscar Morawetz for Violin, Cello & Orchestra)",43,Antonín Dvořák,The Dvorák Album,https://i.scdn.co/image/ab67616d0000b273d62f396679e00cb7c6b980dc,58,classical
,Die Fledermaus: Overture,43,Johann Strauss II,Strauss: Die Fledermaus,https://i.scdn.co/image/ab67616d0000b27348f2facf18a8a02eabe9189a,54,classical
,Agnus Dei,43,Samuel Barber,Enchanted Isle,https://i.scdn.co/image/ab67616d0000b273dbea671246701eb94aface05,48,classical
,String Quartet No. 2 in D Major: III. Notturno: Andante,43,Alexander Borodin,BORODIN: String Quartets Nos. 1 and 2,https://i.scdn.co/image/ab67616d0000b2736d25a1649f25ad50ba170d3d,48,classical
,Orfeo Ed Euridice: Dance of the Blessed Spirits (Act II),43,Christoph Willibald Gluck,Albinoni: Adagio in G Minor / Pachelbel: Canon,https://i.scdn.co/image/ab67616d0000b273a437e98fde44f2d1b9c3be31,51,classical
,"Piano Concerto No.3 in C, Op.26: 1. Andante - Allegro",43,Sergei Prokofiev,Tchaikovsky: Piano Concerto No.1; Prokofiev: Piano Concerto No.3,https://i.scdn.co/image/ab67616d0000b273b0840133670f2cc02223e991,54,classical
,"Piano Concerto in C-Sharp Minor, FP 146: I. Allegretto commodo - Live",43,Francis Poulenc,"Poulenc: Piano Concerto, Organ Concerto & Stabat Mater (Live)",https://i.scdn.co/image/ab67616d0000b273527bffa8b12ee6956dcbdb64,47,classical
,"St. Matthew Passion, BWV 244 / Part Two: ""Erbarme dich""",43,Johann Sebastian Bach,"Bach, J.S. St. Matthew Passion - Arias & Choruses",https://i.scdn.co/image/ab67616d0000b2732f6c417307cdd9e43fefbb5e,75,classical
,"Cello Concerto No.1, Op.107: 1. Allegretto",43,Dmitri Shostakovich,Shostakovich: Cello Concertos Nos.1 & 2,https://i.scdn.co/image/ab67616d0000b27368a9cc29d4abea3c971de28d,56,classical
,"Goldberg Variations, BWV 988: Aria da capo - 1981 Version",43,Johann Sebastian Bach,"A State of Wonder: The Complete Goldberg Variations, BWV 988 (Recorded 1955 & 1981)",https://i.scdn.co/image/ab67616d0000b2735a10e06be09ce364f7986b6b,75,classical
,"Symphony No. 9 in E Minor, Op. 95 ""From the New World"": II. Largo - Live",43,Antonín Dvořák,"Dvořák: Symphony No. 9 ""From the New World"" (Live)",https://i.scdn.co/image/ab67616d0000b2735c2ebce283ab28304972fcbe,58,classical
,"Tsar Saltan, Op. 57: Flight of the Bumblebee",43,André Previn,Rimsky-Korsakov: Scheherazade / Flight Of The Bumblebee,https://i.scdn.co/image/ab67616d0000b273ff70a8cd25b60c71088414bf,58,classical
,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Awakening of Cheerful Feelings Upon Arrival in the Country: Allegro ma non troppo",43,Ludwig van Beethoven,"Beethoven: Symphony No. 6 in F Major, Op. 68 ""Pastoral"" - Kancheli: Dixi",https://i.scdn.co/image/ab67616d0000b27305ce122a6fa2451b01f6f3f4,70,classical
,"Sibelius: Finlandia, Op. 26",43,Jean Sibelius,"Sibelius : Karelia Suite, Pohjola's Daughter, The Bard, Finlandia & Tapiola",https://i.scdn.co/image/ab67616d0000b273d831641e57f80e0d20c1090f,55,classical
,"Cavatina (From ""The Deer Hunter"")",43,Stanley Myers,Soft Classical Music for Sleeping,https://i.scdn.co/image/ab67616d0000b2737eaf9bdae056d130d4968cb0,42,classical
,Jazz Suite No. 2: 4. Waltz I,43,Dmitri Shostakovich,Shostakovich: The Jazz Album,https://i.scdn.co/image/ab67616d0000b273fd3846560e5c4346788f01d2,56,classical
,"Pièces de Clavecin, Livre II, 6e ordre: V. Les Baricades Mistérieuses",43,François Couperin,Francois Couperin: Tic toc choc,https://i.scdn.co/image/ab67616d0000b273defe2407ad3096bac10d01b2,44,classical
,"Tahiti Trot, Op. 16 (orchestral transcription of Youmans' Tea for Two): Taiti Trot (Tahiti Trot), Op. 16 (arr. of V. Youmans - Tea for Two)",43,Dmitri Shostakovich,Shostakovich: Jazz Suites Nos. 1 - 2 / The Bolt / Tahiti Trot,https://i.scdn.co/image/ab67616d0000b273da2e4a4059497dbf17a9bb78,56,classical
,"Beauty and the Beast (From ""Beauty and the Beast"") [Violin Version]",43,Daniel Jang,"Violin Covers, Pt. V",https://i.scdn.co/image/ab67616d0000b273f591a92b61a581b92c270ec7,53,classical
,"Mass No. 7 in B-Flat Major, Hob.XXII:7, ""Missa brevis Sancti Joannis de Deo"", ""Kleine Orgelsolomesse"" (Little Organ Mass): Kyrie",43,Joseph Haydn,Haydn: Kleine Orgelsolomesse - Theresienmesse,https://i.scdn.co/image/ab67616d0000b27309f0f4ec37e4cb03c9435c13,55,classical
,"Schumann: Widmung, Op. 25 No. 1 (Arr. Liszt, S. 566a)",43,Robert Schumann,Love and Death,https://i.scdn.co/image/ab67616d0000b27337264b4047bc8a6f11bf1bee,62,classical
,"Schubert: Cello Sonata in A Minor, D. 821, ""Arpeggione"": II. Adagio",43,Franz Schubert,Schumann & Schubert - Transcriptions for Clarinet & Harp,https://i.scdn.co/image/ab67616d0000b273de589fe35cc2a4167933a996,63,classical
,Homebound,43,Ola Gjeilo,DAWN,https://i.scdn.co/image/ab67616d0000b2735f17863476e7e946d11669ab,54,classical
,"Bach: Arioso (Arr. Cortot After Harpsichord Concerto No. 5 in F Minor, BWV 1056)",43,Johann Sebastian Bach,"Bach: Arioso (Arr. Cortot After Harpsichord Concerto No. 5 in F Minor, BWV 1056)",https://i.scdn.co/image/ab67616d0000b2739ef7e499c00c18618f79e087,75,classical
,"Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 3. Allegro",43,Antonio Vivaldi,Discover Vivaldi,https://i.scdn.co/image/ab67616d0000b273d71fe9314046a32bf943ab03,68,classical
,"Matthäus-Passion, BWV 244: Erbarme dich mein Gott",43,Johann Sebastian Bach,Yo-Yo Ma Plays Bach,https://i.scdn.co/image/ab67616d0000b273b094057dca8ea99af4d7e7ea,75,classical
,"Die Zauberflöte, K. 620: Ach, ich fühl's, es ist verschwunden (Arr. Spindler for Oboe and Piano)",43,Wolfgang Amadeus Mozart,Mozart: Works for Oboe and Orchestra / Piano (Extended Edition),https://i.scdn.co/image/ab67616d0000b27356a4087978ff1c1ccc422f6c,73,classical
,"Premier Nocturne, Op. 22",43,Charles-Valentin Alkan,Nocturnes,https://i.scdn.co/image/ab67616d0000b273ce2b480c0bd51b6c65dfe750,30,classical
,The Midnight Sun Will Never Set,43,Benny Carter,Further Definitions,https://i.scdn.co/image/ab67616d0000b273bb2fe5117d825292792d472e,41,jazz
,Midnight Mood,43,Michael Brecker,Nearness Of You: The Ballad Book,https://i.scdn.co/image/ab67616d0000b27338f92821154296c18580c16f,35,jazz
,'Tis Autumn,43,Red Garland Trio,All Kinds Of Weather,https://i.scdn.co/image/ab67616d0000b273d5134acf998be4a0012a2067,38,jazz
,Come What May,43,Joshua Redman Quartet,Come What May,https://i.scdn.co/image/ab67616d0000b2739fa0a9fec33f5559345edabf,29,jazz
,The Last Goodbye,43,Nicholas Payton,Payton's Place,https://i.scdn.co/image/ab67616d0000b27338a0d1bb41b4b3232c399e5d,33,jazz
,Silk Threads,43,Enrico Pieranunzi,Common View,https://i.scdn.co/image/ab67616d0000b273a35db6a2b548d421d7188c83,39,jazz
,Roy,43,Ambrose Akinmusire,on the tender spot of every calloused moment,https://i.scdn.co/image/ab67616d0000b273a75ad97925328b23fc2b0326,31,jazz
,Pipeline,43,Bill Frisell,Guitar in the Space Age,https://i.scdn.co/image/ab67616d0000b273f18f7dffe508a81c10a35870,44,jazz
,Moanin',43,Mingus Big Band,Nostalgia in Times Square,https://i.scdn.co/image/ab67616d0000b273b2d5c5aece829ed8b5c8cd53,30,jazz
,Soul Dancing,43,Joey DeFrancesco,More Music,https://i.scdn.co/image/ab67616d0000b273aafcfc07e4bc357f8c7ff1e7,38,jazz
,Hoe Down,43,Oliver Nelson,The Blues And The Abstract Truth,https://i.scdn.co/image/ab67616d0000b273d18306ca965621082c1bca78,41,jazz
,Lonely Woman - Remastered 1999/Rudy Van Gelder Edition,43,Horace Silver,Song For My Father,https://i.scdn.co/image/ab67616d0000b2739453839d1e3569bdebc9ffab,45,jazz
,Donna Lee,43,Charlie Parker,The Complete Savoy & Dial Master Takes,https://i.scdn.co/image/ab67616d0000b273efeacf1513a1afa979a1a730,49,jazz
,Body And Soul,43,Benny Carter,Further Definitions,https://i.scdn.co/image/ab67616d0000b273bb2fe5117d825292792d472e,41,jazz
,Yams,43,Jackie McLean,Vertigo,https://i.scdn.co/image/ab67616d0000b273ca9058246c2c9ed4c9ec41b9,37,jazz
,I Thought About You,43,Keith Jarrett Trio,Bye Bye Blackbird,https://i.scdn.co/image/ab67616d0000b2730fe25d823f0e27d981eb3cb9,41,jazz
,Blue Monk - Rudy Van Gelder Remaster,43,Thelonious Monk,Thelonious Monk,https://i.scdn.co/image/ab67616d0000b273d552fff6edc5c47efda65c02,50,jazz
,Softly As In A Morning Sunrise,43,Wynton Kelly,Kelly Blue (Keepnews Collection),https://i.scdn.co/image/ab67616d0000b27399f4dd19ff152eb8a379afcc,44,jazz
,Angel Eyes - Studio,43,Tommy Flanagan,Master Trio,https://i.scdn.co/image/ab67616d0000b273c2c945a1f8b3f93c783dc095,44,jazz
,Here's That Rainy Day,43,Gene Ammons,The Boss Is Back!,https://i.scdn.co/image/ab67616d0000b273bd42553af83d1647dfcc304c,44,jazz
,Solitude,43,Sonny Rollins,Way Out West (OJC Remaster),https://i.scdn.co/image/ab67616d0000b273233cb613eefd330f8e8aefc6,49,jazz
,I Remember You,43,Lee Konitz,Motion,https://i.scdn.co/image/ab67616d0000b2738a5afae0261853fd0029775a,44,jazz
,One For Majid - Live,43,Keith Jarrett,After The Fall (Live),https://i.scdn.co/image/ab67616d0000b2731b0aba6f72c03d9fac830064,52,jazz
,Soledad de Murcia,43,Michael Naura Quartet,Call,https://i.scdn.co/image/ab67616d0000b273905fa096b9c3962330ec42f6,25,jazz
,Lullaby Of The Leaves - 1998 Digital Remaster,43,Gerry Mulligan,The Original Quartet With Chet Baker,https://i.scdn.co/image/ab67616d0000b273ec8a5b5aec6c729acc96405b,48,jazz
,Big Nick,43,Duke Ellington,Duke Ellington & John Coltrane,https://i.scdn.co/image/ab67616d0000b2732def9ef3f6a82c8d6fd8c143,56,jazz
,All The Way,43,Frank Sinatra,Sinatra's Sinatra,https://i.scdn.co/image/ab67616d0000b2733828ecf6a31e3a148c8939da,74,jazz
,I'm Getting Sentimental Over You,43,Anita O'Day,There's Only One...,https://i.scdn.co/image/5e8864ec68b8a18675af62e3346dea9c6f04e919,49,jazz
,All I Do Is Dream Of You - Remastered,43,Dean Martin,Sleep Warm,https://i.scdn.co/image/ab67616d0000b273da53da453f5bd80f9b440cce,65,jazz
,There Will Never Be Another You,43,Nat King Cole,Sings For Two In Love,https://i.scdn.co/image/ab67616d0000b2738db55b7cb540f7ab7c344d1b,65,jazz
,Come Fly With Me - Remastered 1998,43,Frank Sinatra,Ultimate Sinatra,https://i.scdn.co/image/ab67616d0000b273b19cb81319fbfd9ed54baeae,74,jazz
,But Not For Me,43,Diana Krall,Love Is Here To Stay,https://i.scdn.co/image/ab67616d0000b27314ee26f5433909c50322b3de,62,jazz
,Mood Indigo,43,Charles Mingus,Mingus Mingus Mingus Mingus Mingus,https://i.scdn.co/image/ab67616d0000b273efa3981012095d9562a2ae67,47,jazz
,Something Cool - Mono,43,June Christy,Something Cool (1955 Mono Version),https://i.scdn.co/image/ab67616d0000b2738e3204d32ae9557397737cd2,43,jazz
,Flawless,43,Phife Dawg,Ventilation: Da LP,https://i.scdn.co/image/ab67616d0000b2737c6474997381fc240b5ecc03,38,hiphop
,Boom - Explicit Album Version,43,"Royce Da 5'9""",Rock City,https://i.scdn.co/image/ab67616d0000b2733db5d914e3e42a1b1706fc25,60,hiphop
,Wild Wild West,43,Kool Moe Dee,How Ya Like Me Now (Expanded Edition),https://i.scdn.co/image/ab67616d0000b27339471023171d93a19f1cc814,51,hiphop
,Miles Away,43,Blu & Exile,Miles,https://i.scdn.co/image/ab67616d0000b273bcb3308420cf022c279948ff,37,hiphop
,My Philosophy,43,Boogie Down Productions,By All Means Necessary (Expanded Edition),https://i.scdn.co/image/ab67616d0000b2730e8ef5b29c5850f6857f78d7,41,hiphop
,Dirty South (feat. Big Boi & Cool Breeze),43,Goodie Mob,Soul Food,https://i.scdn.co/image/ab67616d0000b2739e0452cccce7ed15721b3372,46,hiphop
,Warm It Up,43,Kris Kross,Totally Krossed Out,https://i.scdn.co/image/ab67616d0000b2731ffe5d4aa25c7bd1b1fc4847,50,hiphop
,"Santos Party House (feat. Wiz Khalifa, Curren$y, Big K.R.I.T., Girl Talk) - Extended Version",43,Smoke DZA,"Santos Party House (feat. Wiz Khalifa, Curren$y, Big K.R.I.T., Girl Talk) [Extended Version]",https://i.scdn.co/image/ab67616d0000b273922f3aa79fef7be3c1736ff4,51,hiphop
,The Sun God,43,Hi-Tek,Hi-Teknology,https://i.scdn.co/image/ab67616d0000b273e4b5ea6450747ba9e7773f20,39,hiphop
,Mind Sex,43,Dead Prez,Let's Get Free,https://i.scdn.co/image/ab67616d0000b2736be2fd3059b8ebc94eb85e0b,48,hiphop
,So Wat Cha Sayin',43,EPMD,Unfinished Business,https://i.scdn.co/image/ab67616d0000b27347bbaf7004bed897197e46c1,52,hiphop
,Flavor Of The Month,43,Black Sheep,A Wolf In Sheep's Clothing,https://i.scdn.co/image/ab67616d0000b273a19467a0f512538bd5f25d89,44,hiphop
,Stay Real,43,Erick Sermon,No Pressure,https://i.scdn.co/image/ab67616d0000b27378372ddb20e61c7fd0b2281b,50,hiphop
,True Honey Buns (Dat Freak Shit),43,Bahamadia,Kollage,https://i.scdn.co/image/ab67616d0000b27344016e2326d59e4dd362ea5e,46,hiphop
,Stay Chisel,43,Large Professor,1st Class,https://i.scdn.co/image/ab67616d0000b273d64d647de1ae5603122fd579,45,hiphop
,Work The Angles,43,Dilated Peoples,The Platform,https://i.scdn.co/image/ab67616d0000b2730553a154e1589b0c2835efbd,48,hiphop
,Rolling in the Deep,43,Adele,21,https://i.scdn.co/image/ab67616d0000b27333f4b6a81ff2d5be5f2cf917,84,pop
,You Are The Reason - Duet Version,43,Calum Scott,Only Human (Special Edition),https://i.scdn.co/image/ab67616d0000b2735b6e905a03d363cfcd3b882d,78,pop
,Declaration Of Rights - Remastered 2000,43,Johnny Clarke,Rockers Time Now,https://i.scdn.co/image/ab67616d0000b273521fbcac7dfacb3900de67e4,36,reggae
,White Hop,43,The Aggrovators,Rocksteady Reverie,https://i.scdn.co/image/ab67616d0000b273d6d46ef3c5e2ea740e544dfe,43,reggae
,Kunta Kinte Dub,43,The Revolutionaries,Drum Sound - More Gems From the Channel One Dub Room 1974 -1980,https://i.scdn.co/image/ab67616d0000b273531a46847ddb4ffea7235f5d,32,reggae
,It's Growing,43,Garnett Silk,It's Growing,https://i.scdn.co/image/ab67616d0000b27383690aed4c6d7ce91122ee3a,42,reggae
,Dread Beat An' Blood - 1990 Digital Remaster,43,Poet and The Roots,Dread Beat An' Blood,https://i.scdn.co/image/ab67616d0000b273b88d004e30bbeed1bbb259b4,35,reggae
,54-46 (Was My Number),43,Ernest Ranglin,Below The Bassline,https://i.scdn.co/image/ab67616d0000b27391097c0e8accb1443e612b9c,44,reggae
,Babylon Rule Dem,43,Groundation,Hebron Gate,https://i.scdn.co/image/ab67616d0000b2735f3a92845dc90a4fb3613385,49,reggae
,Karma Police,43,Easy Star All-Stars,Radiodread (Special Edition),https://i.scdn.co/image/ab67616d0000b27382c79a5b1ea40182ea1025ef,46,reggae
,Take It Easy,43,Hopeton Lewis,Take It Easy,https://i.scdn.co/image/ab67616d0000b2739527109ccd005f47a6b794ba,39,reggae
,Roller Skates,43,Steel Pulse,Smash Hits,https://i.scdn.co/image/ab67616d0000b2732cae32b1cc80699ccce7f257,55,reggae
,Chant a Psalm,43,Steel Pulse,True Democracy,https://i.scdn.co/image/ab67616d0000b273575da312c2dbaf47c49ececb,55,reggae
,Pass The Kutchie,43,Mighty Diamonds,Hi Grade Ganja Anthems Vol. 2,https://i.scdn.co/image/ab67616d0000b273008a7af1c56726535c0f3278,45,reggae
,It's Growing,43,Garnett Silk,Reggae Anthology: Music Is The Rod,https://i.scdn.co/image/ab67616d0000b2737fcec9b99ac439e9a04af27c,42,reggae
,Uptown Top Ranking,43,Althea And Donna,Total Reggae: Summer Vibes,https://i.scdn.co/image/ab67616d0000b27369f9e80b0a9f0a69844d4e7e,50,reggae
,Just One Of Those Days,43,Sizzla,Down In Jamaica: 40 Years of VP Records,https://i.scdn.co/image/ab67616d0000b27331bfc1ceb8fdefede707aa2d,58,reggae
,Money In My Pocket,43,Dennis Brown,Love & Hate,https://i.scdn.co/image/ab67616d0000b27318ee36ae7e86c0f2fbe677a2,51,reggae
,Bam Bam,43,Sister Nancy,Total Reggae: Summer Vibes,https://i.scdn.co/image/ab67616d0000b27369f9e80b0a9f0a69844d4e7e,51,reggae
,Love and Happiness,43,Cultura Profética,Sobrevolando,https://i.scdn.co/image/ab67616d0000b2730030ffb9e63a1e7a1ed7c704,63,reggae
,Los desaparecidos,43,Sergent Garcia,Sin Fronteras,https://i.scdn.co/image/ab67616d0000b273d4da5571bc2aea76250fc942,38,reggae
,Quisiera,43,Flor de Toloache,Quisiera,https://i.scdn.co/image/ab67616d0000b273e4c9afa29832f4ef18111b75,40,reggae
,Criminal (feat. Elsa y Elmar),43,Juan Pablo Vega,Criminal (feat. Elsa y Elmar),https://i.scdn.co/image/ab67616d0000b2738ed86ad5d2696f41c5ed0c48,47,reggae
,Hasta Que Me Olvides,43,Quique Neira,Hasta Que Me Olvides,https://i.scdn.co/image/ab67616d0000b2737908788a043afe70d2d919cc,47,reggae
,Hasta la Noche (Ilegal),43,Cultura Profética,Spotify Singles,https://i.scdn.co/image/ab67616d0000b273fb8ee75318189daedf0d3044,63,reggae
,Lenguas de Signos (feat. Monsieur Periné),43,Macaco,Civilizado Como Los Animales,https://i.scdn.co/image/ab67616d0000b2739d4a58e0a723df9df19c3d46,60,reggae
,The Lucky One,43,Ziggy Marley,The Lucky One,https://i.scdn.co/image/ab67616d0000b27395864a654edd168582c0f401,56,reggae
,Things You Can't Control,43,SOJA,Beauty In The Silence,https://i.scdn.co/image/ab67616d0000b27319ab5f56d1aa5649e2d50896,60,reggae
,Eres Tú,43,Raices y Cultura,Mística Raíz,https://i.scdn.co/image/ab67616d0000b273da7737773b71a7b7048439f1,30,reggae
,Armonia de Amor,43,Gondwana,RAS Portraits,https://i.scdn.co/image/ab67616d0000b273fa09d0681317cc5eca800a43,60,reggae
,Don't Speak - Reggae Version,43,Sarah Menescal,Modern Jukebox,https://i.scdn.co/image/ab67616d0000b273528157cc8a3f24c235da7721,60,reggae
,Dimension,43,Wolfmother,Wolfmother,https://i.scdn.co/image/ab67616d0000b273335534788cbc39cfd23ee993,61,rock
,Let the Sky Fall - 2004 Remaster,43,Ten Years After,A Space in Time (Deluxe Version),https://i.scdn.co/image/ab67616d0000b2734aa7956a8d5742ac762699b2,51,rock
,This Will Be Our Year [Mono],43,The Zombies,Odessey & Oracle_ 30th Anniversary Edition,https://i.scdn.co/image/ab67616d0000b27398ce064ab1bb36180d1b02ea,59,rock
,Sublime,43,Illyus & Barrientos,Sublime,https://i.scdn.co/image/ab67616d0000b2738cf03aed273641e8d49cbcd3,44,electronic
,Name of Love,43,Lee Foss,Name of Love,https://i.scdn.co/image/ab67616d0000b2732f014514eb8005f69b8efbac,53,electronic
,You Can't Do Better,43,Calippo,You Can't Do Better,https://i.scdn.co/image/ab67616d0000b273a720fce2146f38e3b35c22c0,45,electronic
,Playa,43,Andrea Oliva,Playa,https://i.scdn.co/image/ab67616d0000b273c3d0efb6f88a9bf39a2c9f1c,44,electronic
