song,song_popularity,artist,album,album_cover,artist_popularity,genre
Bohemian Like You,68,The Dandy Warhols,Thirteen Tales From Urban Bohemia,https://i.scdn.co/image/ab67616d0000b2731d6192e7258363e1878cb1d0,56,rock
Invisible Touch - Remastered 2007,68,Genesis,Invisible Touch,https://i.scdn.co/image/ab67616d0000b273087ca24aa58e7c67514061a1,67,rock
Without You,68,Harry Nilsson,Nilsson Schmilsson,https://i.scdn.co/image/ab67616d0000b2734df5b571de1c3f8ba2f02386,59,rock
Crazy Bitch,68,Buckcherry,15,https://i.scdn.co/image/ab67616d0000b2736aef1326a3af9658b6a84dde,58,rock
Sing,68,Travis,The Invisible Band,https://i.scdn.co/image/ab67616d0000b273c113aeb5e1d629725b542462,60,rock
Cats In The Cradle,68,Ugly Kid Joe,America's Least Wanted,https://i.scdn.co/image/ab67616d0000b27359afd13f40fa2b0aab89bb0e,54,rock
"Up Where We Belong - From ""An Officer And A Gentleman""",68,Joe Cocker,The Anthology,https://i.scdn.co/image/ab67616d0000b2737efa4d4536799483c489a4b0,64,rock
Glitter & Gold,68,Barns Courtney,The Attractions Of Youth,https://i.scdn.co/image/ab67616d0000b2732a9e5743f2d7c93c43fee849,61,rock
Every You Every Me,68,Placebo,Without You I'm Nothing,https://i.scdn.co/image/ab67616d0000b273ac68d5f575b62ee76a235396,66,rock
Sundown,68,Gordon Lightfoot,Sundown,https://i.scdn.co/image/ab67616d0000b2738f2b3a1c0559ca6188de574b,60,rock
Laid,68,James,Laid,https://i.scdn.co/image/ab67616d0000b273b67dbb84e0c1f82be886c8ea,59,rock
Sarcasm,68,Get Scared,Best Kind Of Mess,https://i.scdn.co/image/ab67616d0000b27381c8341abbed9421975ca71d,59,rock
Good Luck,68,Broken Bells,Good Luck,https://i.scdn.co/image/ab67616d0000b273946e067107dc24a09fd4e44c,59,rock
Harness Your Hopes - B-side,68,Pavement,Brighten the Corners: Nicene Creedence Ed.,https://i.scdn.co/image/ab67616d0000b2734711cf35fc779347713f1178,57,rock
Still Got The Blues,68,Gary Moore,Still Got The Blues,https://i.scdn.co/image/ab67616d0000b273b586fc87d8bde3ba953f233a,59,rock
She Talks To Angels,68,The Black Crowes,Shake Your Money Maker,https://i.scdn.co/image/ab67616d0000b273a4d2cb95d3ea17f773db23ee,61,rock
Peace of Mind,68,Boston,Boston,https://i.scdn.co/image/ab67616d0000b27390ef9760e57fafd8f966d17a,65,rock
Take The Money And Run,68,Steve Miller Band,Fly Like An Eagle,https://i.scdn.co/image/ab67616d0000b2732fc23e78e87d793054bba090,66,rock
"Mama, I'm Coming Home",68,Ozzy Osbourne,No More Tears (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273c2b61984b54ad58c8d6fdd19,71,rock
Ramblin' Man,68,Allman Brothers Band,Dreams,https://i.scdn.co/image/ab67616d0000b273df38b20327832dfc283fe2e0,63,rock
Girls & Boys,68,Blur,Blur: The Best Of,https://i.scdn.co/image/ab67616d0000b27334cbf7013afccc7df67fa43f,67,rock
Is This Love - 2018 Remaster,68,Whitesnake,Whitesnake (2018 Remaster),https://i.scdn.co/image/ab67616d0000b273facf92d793609aa3bc5cc4e7,64,rock
I Remember You,68,Skid Row,Skid Row,https://i.scdn.co/image/ab67616d0000b273ae63b58e90bef8888658ae21,61,rock
Epic,68,Faith No More,The Real Thing,https://i.scdn.co/image/ab67616d0000b273e081ef6de656ee714788ea0d,61,rock
I Wanna Be Sedated,68,Ramones,Road to Ruin (40th Anniversary Deluxe Edition),https://i.scdn.co/image/ab67616d0000b273072ee11a51e23f861c54cef9,66,rock
Mama Told Me (Not To Come) - Single Version,68,Three Dog Night,It Ain't Easy,https://i.scdn.co/image/ab67616d0000b2734a0f8a0e94f35094fe49228c,60,rock
Holy Wars...The Punishment Due - Remastered,68,Megadeth,Rust In Peace (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273be9fa5a89479b6af481938a0,71,rock
Once in a Lifetime - 2005 Remaster,68,Talking Heads,Remain in Light (Deluxe Version),https://i.scdn.co/image/ab67616d0000b273e56fa8c916dc6ce419dcf557,68,rock
The Pot,68,TOOL,"10,000 Days",https://i.scdn.co/image/ab67616d0000b273781369aabc39c792cc55604f,69,rock
Cocaine,68,Eric Clapton,Slowhand 35th Anniversary,https://i.scdn.co/image/ab67616d0000b2735e7464d9d8a25b2bf74b782a,71,rock
Running Up That Hill,68,Placebo,Covers,https://i.scdn.co/image/ab67616d0000b2735574c157ee6da19c3d2fbd16,66,rock
War Pigs,68,Black Sabbath,Paranoid (2009 Remastered Version),https://i.scdn.co/image/ab67616d0000b2739683e5d7361bb80bfb00f46d,72,rock
Crazy On You,68,Heart,Dreamboat Annie,https://i.scdn.co/image/ab67616d0000b2738e8c08ca2feb999bb84f05e6,66,rock
Take It On the Run,68,REO Speedwagon,Hi Infidelity (30th Anniversary Edition),https://i.scdn.co/image/ab67616d0000b273d514470784e3d02ee0bcdb80,64,rock
Wild Child,68,The Black Keys,Dropout Boogie,https://i.scdn.co/image/ab67616d0000b2730e8e7267c0b377e5751630f3,70,rock
Hey,68,Pixies,Doolittle,https://i.scdn.co/image/ab67616d0000b273cafe9404f872e4c0e91a8cc8,69,rock
Blowin' in the Wind,68,Bob Dylan,The Freewheelin' Bob Dylan,https://i.scdn.co/image/ab67616d0000b2737d214af8499aa95ad220f573,70,rock
Feel like Makin' Love - 2015 Remaster,67,Bad Company,Straight Shooter,https://i.scdn.co/image/ab67616d0000b2739baa3a2390773faeca065aa8,59,rock
Life's Been Good,67,Joe Walsh,"But Seriously, Folks...",https://i.scdn.co/image/ab67616d0000b273d6627cd5a3fb6403c70471be,57,rock
Show Me The Way,67,Peter Frampton,Frampton,https://i.scdn.co/image/ab67616d0000b2732aadbe54b2c387d44f49834d,59,rock
Rainbow In The Dark,67,Dio,Holy Diver,https://i.scdn.co/image/ab67616d0000b27315350aa1c89e23a5fa6c0de1,62,rock
Since You Been Gone,67,Rainbow,Down To Earth,https://i.scdn.co/image/ab67616d0000b273380a8be605d3765f34ec54f7,60,rock
Hold On Loosely,67,38 Special,Wild-Eyed Southern Boys,https://i.scdn.co/image/ab67616d0000b27393f49d911139c75ad653a203,59,rock
Nights In White Satin - Single Version / Mono,67,The Moody Blues,Days Of Future Passed (Deluxe Version),https://i.scdn.co/image/ab67616d0000b273ec351e05f8bcf97e7999ac64,59,rock
Maybe I’m Amazed - Remastered 2011,67,Paul McCartney,McCartney (Archive Collection),https://i.scdn.co/image/ab67616d0000b2733455b6f831737c85781f0ab3,68,rock
Our House,67,"Crosby, Stills, Nash & Young",Deja Vu,https://i.scdn.co/image/ab67616d0000b27306e00756085191abc01e4cf0,57,rock
Hook,67,Blues Traveler,Four,https://i.scdn.co/image/ab67616d0000b2734e2e887ee7656310cfa244f6,57,rock
Far Behind,67,Candlebox,Candlebox,https://i.scdn.co/image/ab67616d0000b273dbb1223a6220632f14872c46,53,rock
"Hey Man, Nice Shot - Remastered Version",67,Filter,Short Bus,https://i.scdn.co/image/ab67616d0000b273528903c46e4426b95a2c6d36,57,rock
Possum Kingdom,67,Toadies,Rubberneck,https://i.scdn.co/image/ab67616d0000b27385fb885d41591752340eeccc,53,rock
Slave To Love,67,Bryan Ferry,Boys And Girls,https://i.scdn.co/image/ab67616d0000b2736dca8c5fbd00a19a9e503dd9,58,rock
My Number,67,Foals,Holy Fire,https://i.scdn.co/image/ab67616d0000b2738b04dacf186124a62bc667a7,64,rock
Reminiscing - Remastered,67,Little River Band,Sleeper Catcher (Remastered),https://i.scdn.co/image/ab67616d0000b27303536cd1308f10b1ff09738f,59,rock
Time in a Bottle,67,Jim Croce,You Don't Mess Around With Jim,https://i.scdn.co/image/ab67616d0000b27398078d325c25a5ac4081cfba,63,rock
Wish I Knew You,67,The Revivalists,Men Amongst Mountains,https://i.scdn.co/image/ab67616d0000b273c5214ee5d4300598a8a95264,57,rock
Every Morning,67,Sugar Ray,14:59,https://i.scdn.co/image/ab67616d0000b273d4d4c752eccb62aa42f6487d,60,rock
I Stand Alone,67,Godsmack,Faceless,https://i.scdn.co/image/ab67616d0000b27365dc417bbf89a70b03d5f90e,66,rock
Society,67,Eddie Vedder,Into The Wild (Music For The Motion Picture),https://i.scdn.co/image/ab67616d0000b2733ed52339ae78ac1b695e8d80,61,rock
The Mystic,67,Adam Jensen,The Mystic,https://i.scdn.co/image/ab67616d0000b273295c806b41548a698c088115,59,rock
Burnin' for You,67,Blue Öyster Cult,Fire of Unknown Origin,https://i.scdn.co/image/ab67616d0000b2736895da04b237964b95c2a166,62,rock
Takin' Care Of Business,67,Bachman-Turner Overdrive,Bachman-Turner Overdrive II,https://i.scdn.co/image/ab67616d0000b27374c6742b403e88d8f7b31654,60,rock
Highway Star - Remastered 2012,67,Deep Purple,Machine Head (Remastered),https://i.scdn.co/image/ab67616d0000b273a729c9c3dec04b99d889c66f,66,rock
Come Sail Away,67,Styx,The Grand Illusion,https://i.scdn.co/image/ab67616d0000b27388f0f719259b0dec23a7c367,63,rock
Holy Diver,67,Dio,Holy Diver,https://i.scdn.co/image/ab67616d0000b27315350aa1c89e23a5fa6c0de1,62,rock
You've Got Another Thing Coming,67,Judas Priest,Screaming For Vengeance (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273475bd4fb40ba687fbf002c82,66,rock
Hip To Be Square,67,Huey Lewis & The News,Fore!,https://i.scdn.co/image/ab67616d0000b273f511dc00e29c2a2bdf483b53,64,rock
Love Is A Battlefield,67,Pat Benatar,The Collection,https://i.scdn.co/image/ab67616d0000b2730ab1e1e23ad2b636922a98ba,62,rock
Lucky Man,67,The Verve,Urban Hymns (Deluxe / Remastered 2016),https://i.scdn.co/image/ab67616d0000b273c038b03e66fb6de76a5b3904,65,rock
Doctor My Eyes,67,Jackson Browne,Jackson Browne (Saturate Before Using),https://i.scdn.co/image/ab67616d0000b273759f9719982a240d02539e38,62,rock
Perfect Day,67,Lou Reed,Transformer,https://i.scdn.co/image/ab67616d0000b273d55149748dca0e5a1f40778e,61,rock
Valerie,67,Steve Winwood,Talking Back To The Night,https://i.scdn.co/image/ab67616d0000b273475f52997f4a82ff0740bcc9,61,rock
Sweetness,67,Jimmy Eat World,Bleed American,https://i.scdn.co/image/ab67616d0000b27395d1d98c5176e4f982bd73d6,66,rock
Jumper - 1998 Edit,67,Third Eye Blind,Third Eye Blind,https://i.scdn.co/image/ab67616d0000b2734139c9208eeed67d2a211beb,63,rock
Real Gone,67,Sheryl Crow,Cars (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273a73bb6afa8cb999aafb3c150,66,rock
Won't Get Fooled Again - Original Album Version,67,The Who,Who's Next (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b273fe24dcd263c08c6dd84b6e8c,68,rock
No More Tears,67,Ozzy Osbourne,No More Tears (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273c2b61984b54ad58c8d6fdd19,71,rock
All Day and All of the Night,67,The Kinks,Kinks (Deluxe),https://i.scdn.co/image/ab67616d0000b273ca00601a3a6563bf2fc9c1f0,65,rock
Babe,67,Styx,Cornerstone,https://i.scdn.co/image/ab67616d0000b2735375070081edf3a7b188f0c7,63,rock
What Is Life - Remastered 2014,67,George Harrison,All Things Must Pass (Remastered 2014),https://i.scdn.co/image/ab67616d0000b273acc11d868a59008935e72299,66,rock
Painkiller,67,Judas Priest,Painkiller,https://i.scdn.co/image/ab67616d0000b27360db4ca924d17bc6754e89aa,66,rock
Against The Wind,67,Bob Seger,Against The Wind,https://i.scdn.co/image/ab67616d0000b27399b37676fbae815424b4b1a4,67,rock
Tornado Of Souls - Remastered 2004,67,Megadeth,Rust In Peace (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273be9fa5a89479b6af481938a0,71,rock
Cemetery Gates,67,Pantera,Cowboys from Hell,https://i.scdn.co/image/ab67616d0000b2730ce52f4ba340a1e459e6a978,68,rock
We Belong,67,Pat Benatar,Tropico,https://i.scdn.co/image/ab67616d0000b273ba7005f3c12d940ad4967460,62,rock
Stand By Me - Remastered 2010,67,John Lennon,Rock 'N' Roll,https://i.scdn.co/image/ab67616d0000b273deff2baac6fa39c289c3ab0e,68,rock
Sober,67,TOOL,Undertow,https://i.scdn.co/image/ab67616d0000b27382298636c94b8167c4793db2,69,rock
Jane Says,66,Jane's Addiction,Nothing's Shocking,https://i.scdn.co/image/ab67616d0000b2738765ac8eae3b054a1750419d,58,rock
Pride and Joy,66,Stevie Ray Vaughan,Texas Flood (Legacy Edition),https://i.scdn.co/image/ab67616d0000b273f7143c00741b94bb62025340,61,rock
Round and Round,66,Ratt,Out of the Cellar,https://i.scdn.co/image/ab67616d0000b2731eee199add98ba258d18fea4,56,rock
Figure It Out,66,Royal Blood,Royal Blood,https://i.scdn.co/image/ab67616d0000b27369471a9c0a6073a9beb81410,63,rock
Fire,66,Kasabian,West Ryder Pauper Lunatic Asylum,https://i.scdn.co/image/ab67616d0000b273358f726999166b87f00e7066,63,rock
Helplessly Hoping - 2005 Remaster,66,"Crosby, Stills & Nash","Crosby, Stills & Nash",https://i.scdn.co/image/ab67616d0000b273a32339b8818323380682a889,59,rock
Judith,66,A Perfect Circle,Mer De Noms,https://i.scdn.co/image/ab67616d0000b2732d73b494efcb99356f8c7b28,61,rock
First,66,Cold War Kids,Hold My Home,https://i.scdn.co/image/ab67616d0000b273b1c18903012347d9991613da,60,rock
The Distance,66,CAKE,Fashion Nugget,https://i.scdn.co/image/ab67616d0000b27300df6727e2cfe905baa75c1e,61,rock
Werewolves of London - 2007 Remaster,66,Warren Zevon,Excitable Boy,https://i.scdn.co/image/ab67616d0000b273d6355fe477e861be56ad0eac,56,rock
Is She Really Going Out With Him?,66,Joe Jackson,Look Sharp!,https://i.scdn.co/image/ab67616d0000b2735f40be7506754451d1e61e16,57,rock
Lonely,66,Palaye Royale,The Bastards,https://i.scdn.co/image/ab67616d0000b273187b7d39f8826be9839ee939,62,rock
Metalingus,66,Alter Bridge,One Day Remains,https://i.scdn.co/image/ab67616d0000b273bc7ddb77993dd1d8d19c22a2,61,rock
The Whole of the Moon - 2004 Remaster,66,The Waterboys,This Is the Sea (Deluxe Version),https://i.scdn.co/image/ab67616d0000b273f74c4e155d96ffed4b759b59,55,rock
Tribute,66,Tenacious D,Tenacious D,https://i.scdn.co/image/ab67616d0000b273ee0285c63a334af9b91fa12b,61,rock
America,66,Razorlight,Razorlight,https://i.scdn.co/image/ab67616d0000b27399fd63802c4710e23e0f25a1,58,rock
7,66,Catfish and the Bottlemen,The Ride,https://i.scdn.co/image/ab67616d0000b27374558885d860bb58d78d1de8,63,rock
Turbulent,66,Waterparks,FANDOM,https://i.scdn.co/image/ab67616d0000b2733cd2ff03a508f5314a626701,62,rock
Twisted,66,MISSIO,Loner,https://i.scdn.co/image/ab67616d0000b273eb3a6d9c69ee04f74b4250d4,59,rock
The Taste of Ink,66,The Used,The Used,https://i.scdn.co/image/ab67616d0000b273e0827a6cec3f1574249ec8c0,63,rock
Love My Way,66,The Psychedelic Furs,Forever Now,https://i.scdn.co/image/ab67616d0000b2730faf6c6f66c3ba57e7dbf33b,54,rock
When the Sun Hits,66,Slowdive,Souvlaki,https://i.scdn.co/image/ab67616d0000b273f6e31941d10e4819d290af41,58,rock
And I Love Her,66,Kurt Cobain,Montage Of Heck: The Home Recordings,https://i.scdn.co/image/ab67616d0000b273a4c50ce025b39993dea03d71,52,rock
Limelight,66,Rush,Moving Pictures (2011 Remaster),https://i.scdn.co/image/ab67616d0000b27372833c1ae3343cbfb4617073,66,rock
Lonely Is The Night - Remastered,66,Billy Squier,Don't Say No,https://i.scdn.co/image/ab67616d0000b273f4822f8034e697410a14a297,60,rock
Icky Thump,66,The White Stripes,Icky Thump,https://i.scdn.co/image/ab67616d0000b27375a9cde08f286d9420709048,70,rock
Go With The Flow,66,Queens of the Stone Age,Songs For The Deaf,https://i.scdn.co/image/ab67616d0000b2739eec33b045d88f87b9b06e67,68,rock
Stay with Me,66,Faces,A Nod Is as Good as a Wink... to a Blind Horse,https://i.scdn.co/image/ab67616d0000b273287cf46590a781b8a03e174e,59,rock
Two Tickets to Paradise,66,Eddie Money,Eddie Money,https://i.scdn.co/image/ab67616d0000b27348fcb1cc7b3d5b751a5dda7c,59,rock
Caught Up In You,66,38 Special,Special Forces,https://i.scdn.co/image/ab67616d0000b27330ffb48d5884a64a21e27068,59,rock
Handle With Care,66,Traveling Wilburys,"The Traveling Wilburys, Vol. 1",https://i.scdn.co/image/ab67616d0000b273d9e06f988048ecf3c54ca749,60,rock
Baby Blue - Remastered 2010,66,Badfinger,Straight Up (Remastered 2010 / Deluxe Edition),https://i.scdn.co/image/ab67616d0000b273e2dd29cdaa3fadbdc26d59c4,59,rock
New Sensation,66,INXS,Kick (Remastered 2011),https://i.scdn.co/image/ab67616d0000b273dac4efc0ebdfd9d92f127129,68,rock
The Air That I Breathe - 2008 Remaster,66,The Hollies,Hollies,https://i.scdn.co/image/ab67616d0000b2738d39fe8d82388fcaa345273b,60,rock
One Way Or Another - Remastered,66,Blondie,Parallel Lines (Remastered),https://i.scdn.co/image/ab67616d0000b2736d23211741238ed227699c9d,69,rock
Maybe Tomorrow,66,Stereophonics,You Gotta Go There To Come Back,https://i.scdn.co/image/ab67616d0000b27362e5f8cd227dd6bef37d84d6,63,rock
"Everybody's Talkin' - From ""Midnight Cowboy""",66,Harry Nilsson,Aerial Ballet,https://i.scdn.co/image/ab67616d0000b27368e7f5a59fab864e46d85117,59,rock
Take A Picture,66,Filter,Title Of Record (Expanded Edition),https://i.scdn.co/image/ab67616d0000b2730d0d09e240043bd79c352bda,57,rock
Absolute Zero,66,Stone Sour,"House of Gold & Bones, Part 1",https://i.scdn.co/image/ab67616d0000b2738328645e58684d8770a8475f,63,rock
Harvest Moon,66,Neil Young,"Eat, Pray, Love",https://i.scdn.co/image/ab67616d0000b273426288df0f8a68ea555c8d97,61,rock
You Are So Beautiful,66,Joe Cocker,I Can Stand A Little Rain,https://i.scdn.co/image/ab67616d0000b2737e595e624e19b191972d8a7a,64,rock
Perfect Strangers,66,Deep Purple,Perfect Strangers,https://i.scdn.co/image/ab67616d0000b2731d742027836d2d03cb5e0c4b,66,rock
We're Going to Be Friends,66,The White Stripes,White Blood Cells,https://i.scdn.co/image/ab67616d0000b273c6084929566743530de8c721,70,rock
Stranglehold,65,Ted Nugent,Ted Nugent,https://i.scdn.co/image/ab67616d0000b273de2a7bf50b6f6c7a1e7e0dee,55,rock
Slither,65,Velvet Revolver,Contraband,https://i.scdn.co/image/ab67616d0000b273e7d4bfff8e7e87c6090591b6,56,rock
Heavy Metal,65,Sammy Hagar,Standing Hampton,https://i.scdn.co/image/ab67616d0000b27391c500e5ce12058cf4c569c6,57,rock
Sunday Morning,65,The Velvet Underground,The Velvet Underground & Nico 45th Anniversary,https://i.scdn.co/image/ab67616d0000b27398260c528e6eec9dd431c1d7,62,rock
Running on Empty,65,Jackson Browne,Running on Empty / Nothing but Time (Digital 45),https://i.scdn.co/image/ab67616d0000b2738d6479b1461b26b8b6603935,62,rock
I'd Love to Change the World - 2004 Remaster,65,Ten Years After,A Space in Time (Deluxe Version),https://i.scdn.co/image/ab67616d0000b2734aa7956a8d5742ac762699b2,51,rock
Jane,65,Jefferson Starship,Freedom At Point Zero,https://i.scdn.co/image/ab67616d0000b273cc611124e993627fb513f765,52,rock
Ballroom Blitz,65,Sweet,Desolation Boulevard,https://i.scdn.co/image/ab67616d0000b273bff2e9307284c5375b2a407a,59,rock
Evil,65,Interpol,Antics,https://i.scdn.co/image/ab67616d0000b27357383649d25ab30a0bb5dfa0,64,rock
Cherry Pie,65,Warrant,Cherry Pie (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273a686407704920528824c395a,56,rock
I Wanna Be Adored - Remastered,65,The Stone Roses,The Stone Roses,https://i.scdn.co/image/ab67616d0000b273cf1f6466a493eb73d6d9d280,60,rock
Amsterdam,65,Nothing But Thieves,Broken Machine (Deluxe),https://i.scdn.co/image/ab67616d0000b27303598d18d77ffb1c9c250574,65,rock
Tomorrow,65,Silverchair,Frogstomp (Deluxe Edition) [Remastered],https://i.scdn.co/image/ab67616d0000b27372c3447a562fc7be1c8e1255,60,rock
New York Groove,65,Ace Frehley,Kiss: Ace Frehley,https://i.scdn.co/image/ab67616d0000b2739383cb896b3ec0967ecaea9f,49,rock
I Saw the Light - 2015 Remaster,65,Todd Rundgren,Something / Anything?,https://i.scdn.co/image/ab67616d0000b273572add334f45441a292ed9fb,56,rock
Jamie All Over,65,Mayday Parade,A Lesson In Romantics,https://i.scdn.co/image/ab67616d0000b273f7a58da348455480bf248fd5,60,rock
Blue Monday '88,65,New Order,The Best of New Order,https://i.scdn.co/image/ab67616d0000b273c621e025f32cc28a1ec86e3b,65,rock
Blood and Thunder,65,Mastodon,Leviathan,https://i.scdn.co/image/ab67616d0000b27300388d66c87c2c0033849bfd,59,rock
Stuck on the puzzle,65,Alex Turner,Submarine - Original Songs From The Film By Alex Turner,https://i.scdn.co/image/ab67616d0000b273672951d44a35cb08092f2c1f,63,rock
In The Army Now,65,Status Quo,In The Army Now,https://i.scdn.co/image/ab67616d0000b2733b43ef752e5af1d00c1fc213,60,rock
After Midnight,65,J.J. Cale,Naturally,https://i.scdn.co/image/ab67616d0000b27336f87f70bd74db7f54652179,60,rock
Keep Your Hands to Yourself,65,The Georgia Satellites,Georgia Satellites,https://i.scdn.co/image/ab67616d0000b27300047a23d0ee2bf07615c256,50,rock
S.O.B.,65,Nathaniel Rateliff & The Night Sweats,Nathaniel Rateliff & The Night Sweats,https://i.scdn.co/image/ab67616d0000b273e564c5e6be9e9cace137b989,61,rock
Dreaming of You,65,The Coral,The Coral,https://i.scdn.co/image/ab67616d0000b2732cfbfcaccd52f76488c56418,53,rock
Whip It,65,DEVO,Freedom of Choice,https://i.scdn.co/image/ab67616d0000b273f4f1f36551dd41c5442c2a2f,55,rock
Sweet Dreams (Are Made Of This),65,Marilyn Manson,Smells Like Children,https://i.scdn.co/image/ab67616d0000b273e79c8fbf147c2875a2542993,69,rock
"Baby, I Love Your Way - Live",65,Peter Frampton,Frampton Comes Alive! (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b2739aa3b16bdacb096988a76c0d,59,rock
Plush,65,Stone Temple Pilots,Core,https://i.scdn.co/image/ab67616d0000b273171f7a0b1f8076e6d9aaf6b7,66,rock
We're An American Band - Remastered 2002,65,Grand Funk Railroad,We're An American Band (Expanded Edition / Remastered 2002),https://i.scdn.co/image/ab67616d0000b2731c9cfb5c3f8890dfd417922b,58,rock
Brass in Pocket - 2006 Remaster,65,Pretenders,Pretenders (Expanded & Remastered),https://i.scdn.co/image/ab67616d0000b273845ac9df560e0c4690a86239,62,rock
The Temple Of The King,65,Rainbow,Ritchie Blackmore's Rainbow,https://i.scdn.co/image/ab67616d0000b2733626f32e555553b537a6493f,60,rock
Howlin' for You,65,The Black Keys,Brothers,https://i.scdn.co/image/ab67616d0000b2734cf61635ecdee5d4c4ef2bac,70,rock
"Bad Case Of Loving You (Doctor, Doctor)",65,Robert Palmer,Secrets,https://i.scdn.co/image/ab67616d0000b273d969642aa5faa127aec35dd5,60,rock
I Alone,65,Live,Throwing Copper,https://i.scdn.co/image/ab67616d0000b27323d8d82a798baa960fdb5070,61,rock
Short Skirt / Long Jacket,65,CAKE,Comfort Eagle,https://i.scdn.co/image/ab67616d0000b2732729439f771b3ee3057ca3a4,61,rock
She's Not There,65,The Zombies,Begin Here,https://i.scdn.co/image/ab67616d0000b273b7fbb999ab997e52cecd01f2,59,rock
Peaches,65,The Presidents Of The United States Of America,The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition,https://i.scdn.co/image/ab67616d0000b273a82d10a00b1821ce323645c0,58,rock
Blurry,65,Puddle Of Mudd,Come Clean,https://i.scdn.co/image/ab67616d0000b2733c2bba46b66a3c8a83a53015,62,rock
Run-Around,65,Blues Traveler,Four,https://i.scdn.co/image/ab67616d0000b2734e2e887ee7656310cfa244f6,57,rock
Raspberry,65,Grouplove,Spreading Rumours,https://i.scdn.co/image/ab67616d0000b2734cfe4b79188595b591b1f50a,64,rock
Summer in the City - Remastered,65,The Lovin' Spoonful,Hums Of The Lovin' Spoonful,https://i.scdn.co/image/ab67616d0000b273633c04118b43d201581e3328,58,rock
Why Does It Always Rain On Me?,65,Travis,The Man Who,https://i.scdn.co/image/ab67616d0000b2732951c50b6cfcf7e0e26279aa,60,rock
I Miss Having Sex But At Least I Don't Wanna Die Anymore,65,Waterparks,FANDOM,https://i.scdn.co/image/ab67616d0000b2733cd2ff03a508f5314a626701,62,rock
Alive And Kicking,65,Simple Minds,Once Upon A Time (Super Deluxe),https://i.scdn.co/image/ab67616d0000b2735695a657aef0e81bde0c6001,66,rock
Lost In The Wild,65,WALK THE MOON,What If Nothing,https://i.scdn.co/image/ab67616d0000b273ffbb5bd9ea83111033066254,68,rock
The Flame,65,Cheap Trick,Lap Of Luxury,https://i.scdn.co/image/ab67616d0000b273ee30d27bd0a70b01e14eca11,62,rock
Abracadabra,65,Steve Miller Band,Abracadabra,https://i.scdn.co/image/ab67616d0000b273b80d7868e6e0275d12102508,66,rock
The Spirit Of Radio,65,Rush,Permanent Waves,https://i.scdn.co/image/ab67616d0000b27306c0d7ebcabad0c39b566983,66,rock
My Kinda Lover - Remastered,65,Billy Squier,Don't Say No,https://i.scdn.co/image/ab67616d0000b273f4822f8034e697410a14a297,60,rock
Small Town,65,John Mellencamp,Scarecrow,https://i.scdn.co/image/ab67616d0000b273b46e7ea6a6b2fa45caa23393,66,rock
The Things We Do For Love,65,10cc,Deceptive Bends,https://i.scdn.co/image/ab67616d0000b273f93159d78849714fcf118bb3,60,rock
American Woman,64,The Guess Who,American Woman,https://i.scdn.co/image/ab67616d0000b2731bc7a864d1cf403ec8e57308,57,rock
Joker And The Thief,64,Wolfmother,Wolfmother,https://i.scdn.co/image/ab67616d0000b273335534788cbc39cfd23ee993,61,rock
Turn! Turn! Turn! (To Everything There Is a Season),64,The Byrds,Turn! Turn! Turn!,https://i.scdn.co/image/ab67616d0000b2738ebc5d5d4fcf960b083af081,57,rock
Gypsy Road,64,Cinderella,Long Cold Winter,https://i.scdn.co/image/ab67616d0000b273f6c21a13a1fff5174fe35ed1,58,rock
Silent Lucidity - Remastered 2003,64,Queensrÿche,Empire - 20th Anniversary Edition,https://i.scdn.co/image/ab67616d0000b273eeb8caa4fee70e9f8ec15d3b,55,rock
Let My Love Open The Door,64,Pete Townshend,Empty Glass,https://i.scdn.co/image/ab67616d0000b2733e7111cc866efb341a2988f2,50,rock
Photograph,64,Ringo Starr,Ringo,https://i.scdn.co/image/ab67616d0000b273493bd0f4bc0e1f3732a75c8d,54,rock
If You Wanna,64,The Vaccines,What Did You Expect from The Vaccines?,https://i.scdn.co/image/ab67616d0000b27373a8b8f4292ed4f6fb53b69c,58,rock
Don't Look Back into the Sun,64,The Libertines,Don't Look Back into the Sun,https://i.scdn.co/image/ab67616d0000b2739fd4645a2f1c3cdcc867afe8,56,rock
Bound For The Floor,64,Local H,As Good As Dead,https://i.scdn.co/image/ab67616d0000b273f5504d1dd44f61d6e8fd8625,52,rock
Raining Blood,64,Slayer,Reign In Blood,https://i.scdn.co/image/ab67616d0000b273fd833375c806981a61bb82ec,65,rock
Hey Jealousy,64,Gin Blossoms,New Miserable Experience,https://i.scdn.co/image/ab67616d0000b273e3100bdcdc758b5fab7e4894,58,rock
We Got The Beat,64,The Go-Go's,Beauty And The Beat,https://i.scdn.co/image/ab67616d0000b2738a25755534e84d8a604e6b38,56,rock
Take on the World,64,You Me At Six,Night People,https://i.scdn.co/image/ab67616d0000b27355f708882350a54b765620e4,59,rock
